index,input,name,qty,range_end,unit,comment
157557,Pastry for two 10-inch pies,pastry,0.0,0.0,,
157558,"Fresh fruit like strawberries, blueberries and huckleberries",Fresh fruit,0.0,0.0,,
157559,1 tablespoon mirin,mirin,1.0,0.0,tablespoon,
157560,2 teaspoons soy sauce,soy sauce,2.0,0.0,teaspoon,
157561,2 teaspoons grated ginger,grated ginger,2.0,0.0,teaspoon,
157562,1 tablespoon sugar,sugar,1.0,0.0,tablespoon,
157563,2 egg yolks,egg yolks,2.0,0.0,,
157564,Salt,salt,0.0,0.0,,
157565,"1 pound tender mustard greens or spinach, stemmed and washed",mustard greens,1.0,0.0,pound,"tender, or spinach, stemmed and washed"
157566,1 teaspoon toasted sesame oil,toasted sesame oil,1.0,0.0,teaspoon,
157567,"Pickled ginger, for garnish",pickled ginger,0.0,0.0,,for garnish
157568,1 1/4 cups all-purpose flour,all-purpose flour,1.25,0.0,cup,
157569,1 tablespoon sugar,sugar,1.0,0.0,tablespoon,
157570,1/2 teaspoon salt,salt,0.5,0.0,teaspoon,
157571,"1/2 cup (1 stick) unsalted butter, chilled and cut into small pieces",unsalted butter,0.5,0.0,cup,
157572,"1/3 cup ice cold water, more as needed",water,0.33,0.0,cup,
157573,"1 egg, beaten",egg,1.0,0.0,,
157574,"Raw sugar, for garnish",sugar,0.0,0.0,,
157575,"6 to 8 Granny Smith or other tart apples, peeled and cut into 16 slices each (about 6 cups total)",Granny Smith apple,8.0,0.0,,
157576,1/4 cup brown sugar,brown sugar,0.25,0.0,cup,
157577,1 teaspoon cornstarch,cornstarch,1.0,0.0,teaspoon,
157578,1/4 teaspoon ground cinnamon,ground cinnamon,0.25,0.0,teaspoon,
157579,1/4 teaspoon lemon zest,lemon zest,0.25,0.0,teaspoon,
157580,1/4 teaspoon vanilla extract,vanilla extract,0.25,0.0,teaspoon,
157581,1/4 cup granulated sugar,granulated sugar,0.25,0.0,cup,
157582,1 1/2 cups all-purpose flour,all-purpose flour,1.5,0.0,cup,
157583,1/4 cup brown sugar,brown sugar,0.25,0.0,cup,
157584,1/4 teaspoon ground cinnamon,ground cinnamon,0.25,0.0,teaspoon,
157585,"1/2 cup (1 stick) unsalted butter, melted and cooled to room temperature",unsalted butter,0.5,0.0,cup,
157586,1 1/2 cups heavy cream ,heavy cream ,1.5,0.0,cup,
157587,2 teaspoons vanilla extract,vanilla extract,2.0,0.0,teaspoon,
157588,1 teaspoon salt,salt,1.0,0.0,teaspoon,
157589,"Enriched vinaigrette (<a href=""http://cooking.nytimes.com/recipes/9725-enriched-vinaigrette"">see recipe</a>)",Enriched vinaigrette,1.0,0.0,,(see recipe)
157590,"3 pounds brisket, fat trimmed, cut into 1-inch cubes", brisket,3.0,0.0,pound,"fat trimmed, cut into 1-inch cubes"
157591,"1 1/2 tablespoons coarse kosher salt, more as needed",coarse kosher salt,1.5,0.0,tablespoon, more as needed
157592,"1 1/2 teaspoons black pepper, more as needed",black pepper,1.5,0.0,teaspoon,more as needed
157593,"3 tablespoons extra-virgin olive oil, more as needed",extra-virgin olive oil,3.0,0.0,tablespoon,more as needed
157594,"3 leeks, thinly sliced",leeks,3.0,0.0,,thinly sliced
157595,"2 celery stalks, diced",celery,2.0,0.0,stalk,diced
157596,"2 garlic cloves, finely chopped",garlic,2.0,0.0,clove,finely chopped
157597,3 thyme sprigs,thyme,3.0,0.0,sprig,
157598,2 bay leaves,bay leaves,2.0,0.0,,
157599,"2 carrots, peeled and cut into 1/2-inch chunks",carrots,2.0,0.0,,peeled and cut into 1/2-inch chunks
157600,"2 parsnips, peeled and cut into 1/2-inch chunks",parsnips,2.0,0.0,,peeled and cut into 1/2-inch chunks
157601,"2 medium turnips or kohlrabi, peeled and cut into 1/2-inch cubes",turnips,2.0,0.0,,"medium, or kohlrabi, peeled and cut into 1/2-inch cubes"
157602,2/3 cup pearled barley,pearled barley,0.67,0.0,cup,
157603,"2 teaspoons white wine vinegar, more as needed",white wine vinegar,2.0,0.0,teaspoon,more as needed
157604,"10 ounces Tuscan kale (1 large bunch or 2 small), ribs removed and leaves sliced 1-inch thick",Tuscan kale,10.0,0.0,ounce,"(1 large bunch or 2 small), ribs removed and leaves sliced 1-inch thick"
157605,16 ounces crème fraîche,créme fraîche,16.0,0.0,ounce,
157606,Sweetened whipped cream,whipped cream,0.0,0.0,,
157607,1 (1-pound) box dark brown sugar,dark brown sugar,1.0,0.0,box,(1-pound)
157608,"5 ounces (10 tablespoons) unsalted butter, cut into small pieces",unsalted butter,5.0,0.0,ounce,"(10 tablespoons) unsalted butter, cut into small pieces"
157609,2 ounces rendered bacon fat (from about 4 slices thick-cut bacon),rendered bacon fat,2.0,0.0,ounce,(from about 4 slices thick-cut bacon)
157610,1 teaspoon white vinegar,white vinegar,1.0,0.0,teaspoon,
157611,2 teaspoons finely julienned tarragon,tarragon,2.0,0.0,teaspoon,finely julienned
157612,"About 4 1/2 cups water, chicken stock or vegetable stock, or as needed",water,6.0,0.0,cup,
157613,Six 6-ounce skinless cod fillets,cod fillets,36.0,0.0,ounce,Six 6-ounce skinless
157614,"12 nasturtium leaves, optional",nasturtium leaves,12.0,0.0,,optional
157615,1 tablespoon salt.,salt,1.0,0.0,tablespoon,
157616,1 teaspoon freshly ground black pepper,black pepper,1.0,0.0,teaspoon,
157617,1 five-pound leg of lamb,leg of lamb,5.0,0.0,pound,
157618,"3 onions, sliced",onions,3.0,0.0,slice,
157619,"3 carrots, sliced",carrots,3.0,0.0,slice,
157620,1 cup beef broth,beef broth,1.0,0.0,cup,
157621,1 1/2 cups hot strong coffee,coffee,1.5,0.0,cup,
157622,1/2 cup heavy cream,heavy cream,0.5,0.0,cup,
157623,1 tablespoon sugar,sugar,1.0,0.0,tablespoon,
157624,"2 tablespoons unsalted butter, at room temperature ",unsalted butter,2.0,0.0,tablespoon,at room temperature 
157625,125 grams raw (Demerara) sugar (1/2 cup),raw sugar,125.0,0.0,gram,(1/2 cup)
157626,1 cup stout ,stout ,1.0,0.0,cup,
157627,1 cup molasses,molasses,1.0,0.0,cup,
157628,1/2 teaspoon baking soda,baking soda,0.5,0.0,teaspoon,
157629,340 grams all-purpose flour (2 cups),all-purpose flour,340.0,0.0,gram,(2 cups)
157630,1 tablespoon ground ginger,ground ginger,1.0,0.0,tablespoon,
157631,1 teaspoon cinnamon,cinnamon,1.0,0.0,teaspoon,
157632,1/4 teaspoon ground cloves,ground cloves,0.25,0.0,teaspoon,
157633,1/4 teaspoon freshly grated nutmeg,freshly grated nutmeg,0.25,0.0,teaspoon,
157634,1/4 teaspoon freshly ground black pepper,freshly ground black pepper,0.25,0.0,teaspoon,
157635,1/4 teaspoon allspice,allspice,0.25,0.0,teaspoon,
157636,1/4 teaspoon fine sea salt,fine sea salt,0.25,0.0,teaspoon,
157637,3 tablespoons grated fresh ginger,grated fresh ginger,3.0,0.0,tablespoon,
157638,"3 large eggs, at room temperature",eggs,3.0,0.0,,at room temperature
157639,1 teaspoon vanilla extract,vanilla extract,1.0,0.0,teaspoon,
157640,"210 grams dark brown sugar, lightly packed (1 cup)",dark brown sugar,210.0,0.0,gram,lightly packed (1 cup)
157641,200 grams granulated sugar (1 cup),granulated sugar,200.0,0.0,gram,(1 cup)
157642,3/4 cup safflower oil,safflower oil,0.75,0.0,cup,
157643,"2 shallots, peeled and cut into 1/8-inch-thick slices",shallots,2.0,0.0,,peeled and cut into 1/8-inch-thick slices
157644,"2 to 3 fish fillets, skinned (4 to 5 ounces each of either trout, Arctic char, porgy, whiting or small pieces of salmon trout)",fish,2.0,3.0,fillet,"skinned (4 to 5each of either trout, Arctic char, porgy, whiting or small pieces of salmon trout)"
157645,Oil for deep frying,oil,0.0,0.0,,
157646,"White chocolate, optional",chocolate,0.0,0.0,,"White, optional"
157647,Handful each of finely chopped parsley,parsley,1.0,0.0,handful,finely chopped
157648,Handful each of finely chopped mint,mint,1.0,0.0,handful,finely chopped
157649,Handful each of finely chopped cilantro,cilantro,1.0,0.0,handful,finely chopped
157650,"cinnamon or any liqueur to taste, optional",cinnamon,0.0,0.0,,"or any liqueur to taste, optional"
157651,"Crusty bread, optional",bread,0.0,0.0,,"Crusty, optional"
157652,2 pounds lamb shoulder,lamb shoulder,2.0,0.0,pound,
157653,1 cup pitted prunes,pitted prunes,1.0,0.0,cup,
157654,1 tablespoon minced garlic,minced garlic,1.0,0.0,tablespoon,
157655,"salt and pepper,","salt and pepper,",0.0,0.0,,
157656,1 chopped onion,chopped onion,1.0,0.0,,
157657,2 teaspoons minced ginger,minced ginger,2.0,0.0,teaspoon,
157658,1/4 teaspoon cinnamon,cinnamon,0.25,0.0,teaspoon,
157659,1 1/2 cup red wine,red wine,0.0,0.0,cup,
157660,1/2 cup stock or water,stock or water,0.5,0.0,cup,
157661,2 pounds lamb shoulder,lamb shoulder,2.0,0.0,pound,
157662,salt and pepper,,0.0,0.0,,
157663,1 chopped shallot,chopped shallot,1.0,0.0,,
157664,2 tablespoons minced garlic,minced garlic,2.0,0.0,tablespoon,
157665,3 anchovy fillets (more to taste),anchovy fillets,3.0,0.0,,
157666,1 1/2 cups white wine,white wine,1.0,0.0,cup,
157667,1/2 cup olives,olives,0.5,0.0,cup,
157668,1 teaspoon ground cloves,,1.0,0.0,teaspoon,
157669,1/2 cup red wine,red wine,0.5,0.0,cup,
157670,2 cups canned tomatoes,canned tomatoes,2.0,0.0,cup,
157671,2-pound piece of boneless lamb,piece of boneless lamb,2.0,0.0,pound,
157672,chopped dill,chopped dill,0.0,0.0,,
157673,minced garlic,minced garlic,0.0,0.0,,
157674,olive oil,olive oil,0.0,0.0,,
157675,salt and pepper,salt and pepper,0.0,0.0,,
157676,potatoes,potatoes,0.0,0.0,,
157677,olive oil,olive oil,0.0,0.0,,
157678,2-pound piece of boneless lamb,piece of boneless lamb,2.0,0.0,pound,
157679,2 teaspoons cumin,cumin,2.0,0.0,teaspoon,
157680,1 teaspoon coriander,coriander,1.0,0.0,teaspoon,
157681,grated lemon zest,grated lemon zest,0.0,0.0,,
157682,minced garlic,minced garlic,0.0,0.0,,
157683,olive oil,olive oil,0.0,0.0,,
157684,salt and pepper,salt and pepper,0.0,0.0,,
157685,chunks of carrots,carrots,0.0,0.0,chunk,
157686,1/2 cup apricot jam,apricot jam,0.5,0.0,cup,
157687,olive oil,olive oil,0.0,0.0,,
157688,chopped cilantro,chopped cilantro,0.0,0.0,,
157689,red wine vinegar,red wine vinegar,0.0,0.0,,
157690,salt and pepper,salt and pepper,0.0,0.0,,
157691,2-pound piece of boneless lamb,boneless lamb,2.0,0.0,pound,
157692,red onions,red onions,0.0,0.0,,
157693,1 1/2-pounds boneless lamb,boneless lamb,1.0,0.0,pound,
157694,1 large eggplant,large eggplant,1.0,0.0,,
157695,neutral oil,neutral oil,0.0,0.0,,
157696,minced garlic,minced garlic,0.0,0.0,,
157697,ginger,ginger,0.0,0.0,,
157698,,,0.0,0.0,,
157699,red chile flakes,red chile flakes,0.0,0.0,,
157700,1 tablespoon soy sauce,soy sauce,1.0,0.0,tablespoon,
157701,1 tablespoon of water,water,1.0,0.0,tablespoon,
157702,1 1/2 pounds boneless lamb,boneless lamb,1.5,0.0,pound,
157703,1 large eggplant,large eggplant,1.0,0.0,,
157704,"1 tablespoon neutral oil, like canola oil",neutral oil,1.0,0.0,tablespoon,
157705,1 tablespoon minced garlic,minced garlic,1.0,0.0,tablespoon,
157706,1 tablespoon grated ginger,grated ginger,1.0,0.0,tablespoon,
157707,1/4 teaspoon red chile flakes,red chile flakes,0.5,0.0,teaspoon,
157708,1 tablespoon soy sauce,soy sauce,1.0,0.0,tablespoon,
157709,1 tablespoon water,water,1.0,0.0,tablespoon,
157710,"cilantro, to garnish",cilantro,0.0,0.0,,to garnish
157711,1 1/2-pounds boneless lamb,boneless lamb,1.0,0.0,pound,
157712,1 bunch asparagus,asparagus,1.0,0.0,bunch,
157713,neutral oil,neutral oil,0.0,0.0,,
157714,minced garlic,minced garlic,0.0,0.0,,
157715,ginger,ginger,0.0,0.0,,
157716,1 tablespoon hoisin,hoisin,1.0,0.0,tablespoon,
157717,1 tablespoon,water,1.0,0.0,tablespoon,
157718,1 1/2-pounds boneless lamb,boneless lamb,1.0,0.0,pound,
157719,3/4 pound carrots,carrots,0.75,0.0,pound,
157720,neutral oil,neutral oil,0.0,0.0,,
157721,carrots,carrots,0.0,0.0,,
157722,minced garlic,minced garlic,0.0,0.0,,
157723,ginger,ginger,0.0,0.0,,
157724,cumin seeds,cumin seeds,0.0,0.0,,
157725,juice of an orange,juice of an orange,0.0,0.0,,
157726,1 cup chopped parsley,chopped fresh parsley,1.0,0.0,cup,
157727,1 cup chopped mint,chopped mint,1.0,0.0,cup,
157728,3/4 cup olive oil,olive oil,0.75,0.0,cup,
157729,1/4 cup lemon juice,lemon juice,0.25,0.0,cup,
157730,2 tablespoons minced garlic,minced garlic,2.0,0.0,tablespoon,
157731,2 teaspoons red chile flakes,red chile flakes,2.0,0.0,teaspoon,
157732,salt and pepper,,0.0,0.0,,
157733,2 pounds of lamb shoulder,lamb shoulder,2.0,0.0,pound,
157734,1 cup chopped cilantro,chopped cilantro,1.0,0.0,cup,
157735,1 cup chopped mint,chopped mint,1.0,0.0,cup,
157736,1/2 cup fish sauce,fish sauce,0.5,0.0,cup,
157737,1/4 cup lime juice,lime juice,0.25,0.0,cup,
157738,1/4 cup sugar,sugar,0.25,0.0,cup,
157739,"1 tablespoon, chopped fresh chile (like jalapeno)",chopped fresh chile (like jalapeno),1.0,0.0,tablespoon,
157740,black pepper,black pepper,0.0,0.0,,
157741,2 pounds of lamb shoulder chops,amb shoulder chops,2.0,0.0,pound,
157742,2 pounds of lamb shoulder chops,amb shoulder chops,2.0,0.0,pound,
157743, 1/4 cup minced lemon grass,minced lemon grass,0.25,0.0,cup,
157744,2 tablespoons minced ginger,minced ginger,2.0,0.0,tablespoon,
157745,1/4 cup soy sauce,soy sauce,0.25,0.0,cup,
157746,1/4 cup orange juice,orange juice,0.25,0.0,cup,
157747,2 tablespoons minced garlic,minced garlic,2.0,0.0,tablespoon,
157748,black pepper,black pepper,0.0,0.0,,
157749,2 pounds of lamb shoulder,lamb shoulder,2.0,0.0,pound,
157750,minced jalapeño,minced jalapeño,0.0,0.0,,
157751,,,0.0,0.0,,
157752,4 teaspoons extra-virgin cold-pressed olive oil,olive oil,4.0,0.0,teaspoon,extra-virgin cold-pressed
157753,1/2 cup Creole or other coarse mustard,mustard,0.5,0.0,cup,Creole or other coarse
157754,"1/3 cup ketchup, preferably Heinz",ketchup,0.33,0.0,cup,preferably Heinz
157755,1 tablespoon prepared horseradish,horseradish,1.0,0.0,tablespoon,prepared
157756,1 1/2 teaspoons paprika,paprika,1.5,0.0,teaspoon,
157757,1/2 teaspoon ground white pepper,white pepper,0.5,0.0,teaspoon,ground
157758,"1/4 teaspoon ground cayenne pepper, or as needed",cayenne pepper,0.25,0.0,teaspoon,"ground, or as needed"
157759,1/4 cup chopped celery,celery,0.25,0.0,cup,chopped
157760,1 1/2 teaspoons chopped scallion,scallion,1.5,0.0,teaspoon,chopped
157761,1/2 pound chunk Parmesan cheese,Parmesan cheese,0.5,0.0,pound,chunk
157762,1 teaspoon garlic,garlic,1.0,0.0,teaspoon,
157763,140 grams dark (bittersweet) chocolate pieces (5 ounces),dark chocolate pieces,140.0,0.0,gram,(5 ounces)
157764,20 grams minced crystallized ginger (2 tablespoons),minced crystallized ginger,20.0,0.0,gram,(2 tablespoons)
157765,140 grams fresh pomegranate seeds (1 cup),pomegranate seeds,140.0,0.0,gram,fresh (1 cup)
157766,6 grams flaky sea salt (1 teaspoon),flaky sea salt,6.0,0.0,gram,(1 teaspoon)
157767,400 grams granulated sugar (2 cups),granulated sugar,400.0,0.0,gram,(2 cups)
157768,1/2 cup Steen’s cane syrup or light molasses,Steen’s cane syrup,0.5,0.0,cup,or light molasses
157769,230 grams pecan halves (2 cups),pecan halves,230.0,0.0,gram,2 cups
157770,4 tablespoons unsalted butter,unsalted butter,4.0,0.0,tablespoon,
157771,1 tablespoon vanilla extract ,vanilla extract,1.0,0.0,tablespoon,
157772,5 grams ground ginger (1 teaspoon),ground ginger,5.0,0.0,gram,1 teaspoon
157773,5 grams ground cinnamon (1 teaspoon),ground cinnamon,5.0,0.0,gram,1 teaspoon
157774,2 grams ground cloves (1/2 teaspoon),ground cloves,2.0,0.0,gram,1/2 teapoon
157775,340 grams sugar (1 1/2 cups),sugar,340.0,0.0,gram,1 1/2 cups
157776,12 ounces cranberries (3 cups),cranberries,12.0,0.0,ounce,3 cups
157777,1 1-liter bottle vodka,vodka,1.0,0.0,bottle,1-liter
157778,Strips of lime or orange zest (optional),lime zest,0.0,0.0,,"strips of, or orange zest (optional)"
157779,"1 1/2 pounds dried hominy (posole), available in Latino groceries, soaked overnight in cold water",dried hominy,1.5,0.0,pound,"(posole), available in Latino groceries, soaked overnight in cold water"
157780,3 ounces dried red New Mexico chiles (about 10 large chiles),dried red New Mexico chiles,3.0,0.0,ounce,(about 10 large chiles)
157781,"2 pounds fresh pork belly, cut in 2-inch cubes",fresh pork belly,2.0,0.0,pound,cut in 2-inch cubes
157782,"2 pounds pork shoulder, not too lean, cut in 2-inch chunks",pork shoulder,2.0,0.0,pound,"not too lean, cut in 2-inch chunks"
157783,Salt and pepper,Salt and pepper,0.0,0.0,,
157784,"1 large yellow onion, peeled, halved and stuck with 2 cloves",onion,1.0,0.0,,"large yellow, peeled, halved and stuck with 2 cloves"
157785,1 bay leaf,bay leaf,1.0,0.0,,
157786,1 tablespoon chopped garlic,chopped garlic,1.0,0.0,tablespoon,
157787,"2 teaspoons cumin seeds, toasted until fragrant and coarsely ground",cumin seeds,2.0,0.0,teaspoon,toasted until fragrant and coarsely ground
157788,"2 cups finely diced white onion, soaked in ice water, for garnish",finely diced white onion,2.0,0.0,cup,"soaked in ice water, for garnish"
157789,Lime wedges,lime wedges,0.0,0.0,,
157790,"Roughly chopped cilantro, for garnish",cilantro,0.0,0.0,,roughly chopped for garnish
157791,"Toasted Mexican oregano, for garnish",toasted Mexican oregano,0.0,0.0,,for garnish
157792,1 1/2 pounds Alaskan cod fillets,Alaskan cod fillets,1.5,0.0,pound,
157793,Salt and freshly ground pepper to taste,salt and pepper,0.0,0.0,,
157794,2 tablespoons extra virgin olive oil,extra virgin olive oilve,2.0,0.0,tablespoon,
157795,"1 large onion, halved and sliced across the grain",onion,1.0,0.0,,halved
157796,1 tablespoon coriander seeds,coriander seeds,1.0,0.0,tablespoon,
157797,"2 large red bell peppers, or 1 red pepper and 1 yellow pepper, sliced",red bell peppers,2.0,0.0,,
157798,"2 garlic cloves, minced",garlic,2.0,0.0,clove,
157799,2 teaspoons curry powder (optional),curry powder,2.0,0.0,teaspoon,
157800,1 14-ounce can chopped tomatoes,tomatoes,1.0,0.0,can,
157801,"2 tablespoons mild honey, such as clover",honey,2.0,0.0,tablespoon,mild
157802,4 tablespoons sherry vinegar or cider vinegar,sherry vinegar,4.0,0.0,tablespoon,
157803,2 bay leaves,bay leaves,2.0,0.0,,
157804,2 cups cilantro leaves (some stems are O.K. – you don’t have to pick off each leaf the way you do with parsley)\n,cilantro,2.0,0.0,cup,
157805,1/2 cup flat-leaf parsley leaves\n,parsley leaves,0.5,0.0,cup,
157806,2 garlic cloves\n,garlic,2.0,0.0,clove,
157807,Salt and freshly ground pepper\n,salt and pepper,0.0,0.0,,
157808,2 tablespoons fresh lemon juice\n,lemon juice,2.0,0.0,tablespoon,
157809,2 tablespoons extra virgin olive oil\n,extra virgin olive oil,2.0,0.0,tablespoon,
157810,1 cup plain Greek yogurt (low-fat or whole)\n,Greek yogurt,1.0,0.0,cup,
157811,1 1/2 pounds Alaskan cod fillets\n,cod fillets,1.5,0.0,pound,
157812,Lemon wedges for garnish\n,lemon wedges,0.0,0.0,,
157813,"1 pound fresh tomatillos, husked and rinsed\n",tomatillos,1.0,0.0,pound,
157814,"2 or 3 jalapeño or serrano chiles, stemmed, seeded for a milder salsa\n",jalapeños,3.0,0.0,,
157815,"1/4 cup chopped onion, soaked for 5 minutes in cold water, then drained and rinsed\n",onion,0.25,0.0,cup,
157816,"2 large garlic cloves, peeled\n",garlic,2.0,0.0,clove,
157817,Salt to taste \n,salt,0.0,0.0,,
157818,"1/3 cup coarsely chopped cilantro, plus additional chopped cilantro for garnish\n",cilantro,0.33,0.0,cup,
157819,1 tablespoon grapeseed or sunflower oil\n,grapeseed oil,1.0,0.0,tablespoon,
157820,1 cup chicken or vegetable stock\n,chicken stock,1.0,0.0,cup,
157821,1 1/2 pounds cod or mahi mahi fillets\n,cod fillets,1.5,0.0,pound,
157822,Cilantro sprigs or leaves and lemon or lime wedges for serving\n,cilantro,0.0,0.0,sprig,
